Tour Title,Tour URL,Opinion Count,Image Count,Rating,Excelente,Muy bueno,Promedio,Mala,Horrible
Descubre Machupicchu (tour en bus): 2D / 1N,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d19914789-Discover_Machupicchu_tour_by_bus_2D_1N-Cusco_Cusco_Region.html,No disponible,7,No disponible,0,0,0,0,0
Tour Un Dia Completo en ATVs con Montaña de Colores sin Caminata,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d24840602-A_Full_Day_Tour_in_ATVs_with_Mountain_of_Colors_without_Hiking-Cusco_Cusco_Region.html,9,11,5.0,9,0,0,0,0
Ruta por la selva Inca a Machu Picchu de 4 días,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11467589-Inca_Jungle_Trail_to_Machu_Picchu_in_4_Days-Cusco_Cusco_Region.html,382,461,5.0,351,24,4,2,1
Visita al lago Humantay para grupos pequeños en Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d14083942-Humantay_Lake_Tour_From_Cusco_Group_Tour-Cusco_Cusco_Region.html,95,117,5.0,92,1,2,0,0
Caminata breve y para grupos pequeños hasta la montaña Arcoíris iris en Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d15126078-Rainbow_Mountain_Tour_From_Cusco_Group_Tour-Cusco_Cusco_Region.html,103,156,5.0,101,2,0,0,0
Excursión a Sacsayhuamán y el Templo del Sol desde Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11451059-Cusco_City_Sightseeing_Sacsayhuaman_Archeological_Park_Tour-Cusco_Cusco_Region.html,25,17,4.5,16,5,2,2,0
Tour de día completo al lago Titicaca desde Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17684456-Full_Day_Lake_Titicaca_Tour_from_Cusco-Cusco_Cusco_Region.html,48,45,4.5,36,5,3,3,1
Montaña de Colores sin senderismo Zero Esfuerzo con Cuatrimotos,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d26672371-Rainbow_Mountain_no_Hiking_Zero_Effort_with_ATV_s_DELUXE_TOUR-Cusco_Cusco_Region.html,6,20,5.0,6,0,0,0,0
Camino Inca Jungle a Machu Picchu 4 Días,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17429459-Inca_Jungle_Trail_to_Machu_Picchu_4_Days-Cusco_Cusco_Region.html,85,81,5.0,85,0,0,0,0
Ruta por la selva en el Camino Inca a Machu Picchu: Excursión de 4 días,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11464659-Inca_Jungle_Trail_to_Machu_Picchu_4_Day_Tour-Cusco_Cusco_Region.html,97,193,5.0,92,3,1,1,0
Tour privado de día completo al Valle Sagrado de los Incas,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d27672145-Full_day_Sacred_Valley_of_the_Incas_Private_Tour-Cusco_Cusco_Region.html,4,11,5.0,4,0,0,0,0
"Transporte a Ollantaytambo con visitas a Chinchero, Salineras de Maras y Moray",https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17587864-Transport_to_Ollantaytambo_with_visits_to_Chinchero_Salineras_de_Maras_and_Moray-C.html,14,46,5.0,13,1,0,0,0
"Pisac Pueblo Inca, Mercado de Artesanos y Ollantaytambo Tour Día Completo desde Cusco",https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11451056-Pisac_Indian_Market_and_Ollantaytambo_fortress_with_lunch-Cusco_Cusco_Region.html,104,177,4.5,71,18,9,3,3
Tour en Cuatrimotos a Moray y Minas de Sal en el Valle Sagrado,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d23939096-Quad_Bike_Tour_To_Moray_and_Salt_Mines_in_Sacred_Valley-Cusco_Cusco_Region.html,110,149,4.5,96,6,4,0,4
Machu Picchu by train Full day,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17429429-Machu_Picchu_by_train_Full_day-Cusco_Cusco_Region.html,97,172,5.0,94,2,1,0,0
"Taller de chocolate ""del grano a la tableta"" en el ChocoMuseo de Cuzco",https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11994945-Bean_to_Bar_Chocolate_Workshop_in_ChocoMuseo_Cusco-Cusco_Cusco_Region.html,189,175,5.0,166,11,5,6,1
Trek Rainbow Mountain Full Day,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d23558272-Rainbow_Mountain_Full_Day_Trek-Cusco_Cusco_Region.html,1557,742,5.0,"1,477",61,15,4,0
Tour de día completo a Machu Picchu desde Cusco.,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d27159869-Full_Day_Tour_to_Machu_Picchu_from_Cusco-Cusco_Cusco_Region.html,30,41,5.0,29,1,0,0,0
Caminata por el arco iris de Palccoyo: aventura en grupos pequeños (máx. 8),https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d19914213-Palccoyo_Rainbow_Hike_Small_Group_Adventure_Max_8-Cusco_Cusco_Region.html,77,149,5.0,76,0,0,1,0
"Valle Sagrado más 1 día: Maras, Moray, Pisac, Chinchero y Ollantaytambo",https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d20080050-Sacred_Valley_Plus_1_Day_Maras_Moray_Pisac_Chinchero_Ollantaytambo-Cusco_Cusco_Reg.html,18,30,5.0,17,0,0,0,1
"Tour de 8 días por Perú todo incluido: Cusco, Machu Picchu y más",https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d16753677-8_Day_All_Inclusive_Peru_Tour_Cusco_Machu_Picchu_and_More-Cusco_Cusco_Region.html,47,109,5.0,44,2,0,1,0
Excursión de un día a Machu Picchu desde Cusco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17459149-Machu_Picchu_day_trip_from_Cusco-Cusco_Cusco_Region.html,372,281,5.0,357,10,2,1,2
Manu Jungle Tour desde Cusco (4 Días),https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d26337199-Manu_Jungle_Tour_from_Cusco_4_Days-Cusco_Cusco_Region.html,20,40,5.0,19,0,0,1,0
Excursión de un día al Valle Sagrado con Maras y Moray desde Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d27519777-Sacred_Valley_with_Maras_and_Moray_day_trip_from_Cusco-Cusco_Cusco_Region.html,20,65,5.0,20,0,0,0,0
Trek Laguna Humantay Full Day,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d23558273-Humantay_Lake_Full_Day_Trek-Cusco_Cusco_Region.html,861,541,5.0,828,29,3,0,1
Camino Inca de Lujo a Machu Picchu 4 días,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d26269646-Luxury_Inca_Trail_to_Machu_Picchu_4_days-Cusco_Cusco_Region.html,61,132,5.0,61,0,0,0,0
Visita alternativa con senderismo por la Montaña Arcoíris de Palccoyo (privado o para grupos pequeños de 6 personas),https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17223625-Alternative_Rainbow_Mountain_Palccoyo_Hike_6_Small_Group-Cusco_Cusco_Region.html,15,41,5.0,14,1,0,0,0
Machupicchu Full Day En Servicio Privado,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d19009583-Machupicchu_Full_Day_In_Private_Service-Cusco_Cusco_Region.html,60,125,5.0,60,0,0,0,0
Excursión Privada De Un Día a las 7 Lagunas de Ausangate,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d25209856-Private_Full_Day_Tour_to_Ausangate_7_Lakes-Cusco_Cusco_Region.html,54,107,5.0,54,0,0,0,0
"Aventura de 4 días en la jungla hasta Machu Picchu: ciclismo, tirolina, rafting y senderismo",https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11446090-4_Day_Jungle_Adventure_to_Machu_Picchu_Biking_Ziplining_Rafting_and_Hiking-Cusco_C.html,74,81,5.0,72,2,0,0,0
Camino Inca de 4 días a Machu Picchu Tour de varios días,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d26225170-4_Day_Inca_Trail_Trek_to_Machu_Picchu_Multi_day_tour-Cusco_Cusco_Region.html,58,87,5.0,58,0,0,0,0
Camino Inca Clásico de 4 días a Machu Picchu,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17405614-4_Day_Classic_Inca_Trail_to_Machu_Picchu-Cusco_Cusco_Region.html,208,379,5.0,196,7,2,0,3
Tour Guiado en El Valle Sagrado de los Incas - Cusco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d27656669-Guided_Tour_in_the_Sacred_Valley_of_the_Incas_Cusco-Cusco_Cusco_Region.html,68,124,5.0,67,0,1,0,0
Camino Inca de 4 días a Machu Picchu - Servicio privado,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d12912634-4_Day_Inca_Trail_To_Machu_Picchu_Private_Service-Cusco_Cusco_Region.html,66,178,5.0,65,1,0,0,0
Reto Salkantay Trek de 3 días,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d24042425-3_Day_Salkantay_Trek_Challenge-Cusco_Cusco_Region.html,69,48,5.0,67,2,0,0,0
Salkantay Trek 5 días a Machu Picchu por Glamping Sky Lodge Dome,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17714600-Salkantay_Trek_5_days_to_Machu_Picchu_by_Glamping_Sky_Lodge_Dome-Cusco_Cusco_Regio.html,111,196,5.0,107,2,0,1,1
Excursión a Machu Picchu de 2 días,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d12468393-2_Day_Machu_Picchu_Small_Group_Tour_from_Cusco-Cusco_Cusco_Region.html,82,77,5.0,81,0,0,0,1
Excursión a Machu Picchu en tren de 2 días con todo incluido,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d13544829-Sacred_Valley_and_Machu_Picchu_2_days-Cusco_Cusco_Region.html,70,126,5.0,67,3,0,0,0
City Tour en Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d26804657-City_Tour_in_Cusco-Cusco_Cusco_Region.html,73,126,5.0,69,4,0,0,0
Día completo en la montaña Arcoíris y el Valle Rojo,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d13819154-Rainbow_Mountain_Red_Valley_Premium_Tour_with_picnic-Cusco_Cusco_Region.html,63,115,5.0,62,1,0,0,0
Tour de día completo al Valle Sagrado,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d26804808-Sacred_Valley_Full_Day_Tour-Cusco_Cusco_Region.html,70,167,5.0,66,4,0,0,0
Rainbow Mountain Tour,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d19058885-Rainbow_Mountain_Tour-Cusco_Cusco_Region.html,54,59,5.0,54,0,0,0,0
"Excursión a Cusco de 4 días ""Un deseo cumplido""",https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d16862538-4_day_Bucketlist_Cusco_Rainbow_Mtn_Machu_Picchu_Sacred_Valley_Humantay-Cusco_Cusco.html,53,121,5.0,53,0,0,0,0
Experimente Machu Picchu de manera sostenible en un tour privado desde Cusco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d23335067-Experience_Machu_Picchu_sustainably_on_a_private_tour_from_Cusco-Cusco_Cusco_Regio.html,54,181,5.0,54,0,0,0,0
2 días en el Valle Sagrado con la salida del sol en Machu Picchu.,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d21123902-Sacred_Valley_Experience_Machu_Picchu_Sunrise_2_day_Journey-Cusco_Cusco_Region.html,47,108,5.0,47,0,0,0,0
Recorrido de un día completo a la Montaña Arcoíris desde Cusco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11990051-Rainbow_Mountain_Full_Day_Tour_from_Cusco_with_Small_Group-Cusco_Cusco_Region.html,70,45,5.0,67,3,0,0,0
Caminata de 2 días Camino Inca corto a Machu Picchu,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d15139140-2_Day_Hiking_Short_Inca_Trail_to_Machu_Picchu-Cusco_Cusco_Region.html,56,48,5.0,55,1,0,0,0
"Tour de 1 día a Palccoyo (alternativa Rainbow Mtn) desde Cusco, Perú",https://www.tripadvisor.com.pe/AttractionProductReview-g2656686-d13567397-1_Day_Tour_to_Palccoyo_Alternative_Rainbow_Mtn_from_Cusco_Peru-Cusco_Region.html,51,94,5.0,51,0,0,0,0
Manu Adventure (4 días),https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d18341803-Manu_Adventure_4_Days-Cusco_Cusco_Region.html,49,51,5.0,49,0,0,0,0
2 Días Camino Inca a Machu Picchu con hotel.,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17555095-2_Days_Inca_Trail_to_Machu_Picchu_with_hotel-Cusco_Cusco_Region.html,55,91,5.0,54,1,0,0,0
06 Dia Joyas Andinas del Cusco - Servicio Privado,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d19498245-06_Day_Andean_Jewels_of_Cusco_Private_Service-Cusco_Cusco_Region.html,54,134,5.0,53,1,0,0,0
Tour Montaña Arcoíris desde Cusco - Día Completo (Grupos pequeños),https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d23756821-Rainbow_Mountain_Tour_from_Cusco_Full_Day_Small_groups-Cusco_Cusco_Region.html,51,61,5.0,50,1,0,0,0
Recorrido de día completo a Machu Picchu desde Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d16910890-Machu_Picchu_Full_Day-Cusco_Cusco_Region.html,51,63,5.0,51,0,0,0,0
Tourc Cusco maravilloso 7 dias,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d21310522-Wonderful_Cusco_Tour_7_days-Cusco_Cusco_Region.html,51,186,5.0,50,1,0,0,0
Salkantay Humantay Lake Trek 2D1N con domos de lujo,https://www.tripadvisor.com.pe/AttractionProductReview-g2656686-d15186619-Salkantay_Humantay_Lake_Trek_2D1N_With_Luxury_Domes-Cusco_Region.html,69,222,5.0,65,3,1,0,0
Camino Inca corto privado de 2 días a Machu Picchu,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d15054851-2_Day_Private_Short_Inca_Trail_to_Machu_Picchu-Cusco_Cusco_Region.html,47,33,5.0,47,0,0,0,0
Caminata de día completo al lago Humantay,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d12650245-Humantay_Lake_Full_Day_Hike-Cusco_Cusco_Region.html,46,47,5.0,46,0,0,0,0
Excursión a la montaña de colores Vinicunca con desayuno y almuerzo desde Cusco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11485106-Vinicunca_Rainbow_Mountain_Tour_Including_Breakfast_Lunch_from_Cusco-Cusco_Cusco_R.html,63,85,5.0,62,0,0,0,1
Recorrido de día completo a Machu Picchu desde Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d15005623-Machu_Picchu_full_day_trip_from_Cusco-Cusco_Cusco_Region.html,63,72,5.0,60,3,0,0,0
Tour Valle Sagrado de los Incas con Moray y las Minas de Sal,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d23751035-Sacred_Valley_of_the_Incas_Tour_with_Moray_the_Salt_Mines-Cusco_Cusco_Region.html,68,77,5.0,66,2,0,0,0
Choquequirao Trek 4 días y 3 noches,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d19499538-Choquequirao_Trek_4_days_and_3_nights-Cusco_Cusco_Region.html,58,129,5.0,58,0,0,0,0
Inca Trail 4 Days hike to Machu Picchu,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17419597-Inca_Trail_4_Days_hike_to_Machu_Picchu-Cusco_Cusco_Region.html,61,63,5.0,61,0,0,0,0
Excursión cultural de 6 días a Machu Picchu,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11456150-6_Day_Cultural_Tour_to_Machu_Picchu-Cusco_Cusco_Region.html,66,118,5.0,65,1,0,0,0
Cusco Valle Sagrado y Machupicchu 4 Días,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d13147277-Cusco_Sacred_Valley_and_Machupicchu_4_Days-Cusco_Cusco_Region.html,57,46,5.0,57,0,0,0,0
Camino Inca Jungle a Machupicchu por Lorenzo Expeditions,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d23762254-Inca_Jungle_Trail_to_Machupicchu_by_Lorenzo_Expeditions-Cusco_Cusco_Region.html,45,152,5.0,45,0,0,0,0
Camino Inca Corto a Machu Picchu (2 Días y 1 Noche),https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17459145-Short_Inca_Trail_to_Machu_Picchu_2_Days_1_Night-Cusco_Cusco_Region.html,49,30,5.0,48,0,1,0,0
Tour a Machupicchu 2 días en tren,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d19914793-Tour_To_Machupicchu_2_Days_by_Train-Cusco_Cusco_Region.html,54,111,5.0,52,1,1,0,0
2 días - Camino Inca corto a Machu Picchu - Servicios privados,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d12909522-2_Day_Short_Inca_trail_to_Machu_Picchu_Private_Services-Cusco_Cusco_Region.html,51,71,5.0,49,2,0,0,0
Valle Sagrado + Machu Picchu con Perú Vip,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d20045157-Sacred_Valley_Machu_Picchu_with_Peru_Vip-Cusco_Cusco_Region.html,45,103,5.0,45,0,0,0,0
Excursión de día completo a Machu Picchu en tren con almuerzo para grupos pequeños,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11478428-Day_Trip_to_Machu_Picchu_from_Cusco-Cusco_Cusco_Region.html,54,111,5.0,51,3,0,0,0
Caminata de Lares de 4 días a Machu Picchu desde Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11446089-4_Day_Lares_Trek_to_Machu_Picchu_from_Cusco-Cusco_Cusco_Region.html,51,85,5.0,50,1,0,0,0
City Tour Cusco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d27742663-City_Tour_Cusco-Cusco_Cusco_Region.html,46,96,5.0,45,1,0,0,0
Salkantay Trek a Machu Picchu 5 días y 4 noches,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d15552216-Salkantay_Trek_To_Machu_Picchu_5_Days_And_4_Nights-Cusco_Cusco_Region.html,42,96,5.0,42,0,0,0,0
"Clase de cocina privada para todos los niveles en Cuzco, Perú",https://www.tripadvisor.com.pe/AttractionProductReview-g2656686-d12939642-Private_Andean_Cooking_Class_Pachamanca-Cusco_Region.html,49,65,5.0,48,1,0,0,0
Excursión de 2 días a Machu Picchu desde Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d13822670-2_Days_Machu_Picchu_Tour_from_Cusco-Cusco_Cusco_Region.html,56,84,5.0,53,3,0,0,0
Visita privada al Valle Sagrado en un día desde Cusco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11463778-Day_Tour_Sacred_Valley_of_the_incas_with_Salt_Mines-Cusco_Cusco_Region.html,2,16,3.0,1,0,0,0,1
4 Días - Especial Machu Picchu - Servicio de Grupo,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d15055178-4_Day_Machu_Picchu_Special_Group_Service-Cusco_Cusco_Region.html,37,121,5.0,37,0,0,0,0
Tour Valle Sagrado en Cusco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d26836696-Sacred_Valley_Tour_in_Cusco-Cusco_Cusco_Region.html,41,66,5.0,40,1,0,0,0
