Tour Title,Tour URL,Opinion Count,Image Count,Rating,Excelente,Muy bueno,Promedio,Mala,Horrible
Recorrido de 2 días a Machu Picchu desde Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11458700-2_Day_Private_Tour_to_Machu_Picchu_from_Cusco-Cusco_Cusco_Region.html,36,79,5.0,35,1,0,0,0
Tour Guiado de Día Completo a Laguna Humantay desde Cusco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d23738644-From_Cusco_Humantay_lake_full_day_tour-Cusco_Cusco_Region.html,31,35,5.0,31,0,0,0,0
Excursión de senderismo de 5 días de por el camino Salkantay desde Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11472559-Salkantay_Trek_Premium_5D_4N-Cusco_Cusco_Region.html,76,140,5.0,68,5,1,1,1
Caminata 3 Dias En Ausangate Y Montaña Arcoiris,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d26417473-3_Days_Trek_in_Ausangate_And_Rainbow_Mountain-Cusco_Cusco_Region.html,30,111,5.0,30,0,0,0,0
Excurción a Machu Picchu Todo el día desde Cusco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d18972570-Machu_Picchu_Full_Day_Excursion_from_Cusco-Cusco_Cusco_Region.html,45,85,5.0,44,0,0,0,1
El Clásico Choquequirao Trek 5 Días,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d26515581-The_Classic_Choquequirao_Trek_5_Days-Cusco_Cusco_Region.html,35,59,5.0,34,1,0,0,0
Tour de 6 días en grupo a Machu Picchu Express,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d12920949-6_Day_Machu_Picchu_Express_Group_Tour-Cusco_Cusco_Region.html,30,63,5.0,30,0,0,0,0
Tour Cusco Magico 7 dias,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d23607550-Magical_Cusco_Tour_7_days-Cusco_Cusco_Region.html,30,87,5.0,30,0,0,0,0
Machu Picchu & Cusco Tradicional 5 Dias,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d23564630-Machu_Picchu_Cusco_Traditional_5_Day_Tour-Cusco_Cusco_Region.html,83,121,5.0,74,6,1,1,1
La Montaña Arcoiris Vinicunca en un día desde Cusco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d19349766-The_Vinicunca_Rainbow_Mountain_in_a_day_from_Cusco-Cusco_Cusco_Region.html,39,64,5.0,37,2,0,0,0
Caminata De 2 Días En La Montaña Arcoíris Y El Valle Rojo,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d26417469-2_Day_Hike_In_Rainbow_Mountain_And_Red_Valley-Cusco_Cusco_Region.html,29,73,5.0,29,0,0,0,0
"Tour de 8 días por Perú todo incluido: Cusco, Machu Picchu y más",https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d16753677-8_Day_All_Inclusive_Peru_Tour_Cusco_Machu_Picchu_and_More-Cusco_Cusco_Region.html,46,109,5.0,43,2,0,1,0
Camino Inca a Machu Picchu - 2 días (grupo pequeño o privado),https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d20080033-Inca_Trail_Trek_to_Machu_Picchu_2_Days_Small_Group_or_Private-Cusco_Cusco_Region.html,29,66,5.0,29,0,0,0,0
Excursión Premium de 4 días en la jungla inca hasta Machu Picchu desde Cuzco,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d13000668-Inca_Jungle_Premium_to_Machu_Picchu_4D_3N-Cusco_Cusco_Region.html,36,72,5.0,34,2,0,0,0
"Salinas (Maras), Moray y Chincheros.",https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17634127-Salt_Mines_Maras_Moray_and_Chincheros-Cusco_Cusco_Region.html,28,42,5.0,28,0,0,0,0
Cusco City Tour - Medio día,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d13544828-Cusco_City_Tour_Half_day-Cusco_Cusco_Region.html,28,43,5.0,28,0,0,0,0
Salkantay Dome To Dome To Machupicchu 4D3N,https://www.tripadvisor.com.pe/AttractionProductReview-g2656686-d15186577-Salkantay_Dome_To_Dome_To_Machupicchu_4D3N-Cusco_Region.html,92,245,5.0,82,6,2,0,2
Tour de 7 días desde Cusco con Machu Picchu y Rainbow Mountain,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d20781912-7_Day_Tour_from_Cusco_with_Machu_Picchu_and_Rainbow_Mountain-Cusco_Cusco_Region.html,28,120,5.0,28,0,0,0,0
4D Bundle Cusco: Valle Sagrado / Machu Picchu / Montaña Arcoiris / Lago Humantay,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17687773-4D_Bundle_Cusco_Sacred_Valley_Machu_Picchu_Rainbow_Mountain_Humantay_Lake-Cusco_Cu.html,32,52,5.0,31,1,0,0,0
Caminata de 5 días de Salkantay a Machu Picchu,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d11446094-Salkantay_5_Day_Trek_To_Machu_Picchu-Cusco_Cusco_Region.html,37,71,5.0,34,3,0,0,0
Tour Guiado de 2 Días a Machu Picchu en Tren,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d26863414-2_Day_Guided_Tour_to_Machu_Picchu_by_Train-Cusco_Cusco_Region.html,56,51,5.0,50,4,2,0,0
La Montaña Arcoiris Vinicunca en un día desde Cusco en privado,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d17429696-The_Rainbow_Mountain_Vinicunca_in_one_day_from_Cusco_in_private-Cusco_Cusco_Region.html,28,27,5.0,28,0,0,0,0
Sendero Laguna Humantay de día completo,https://www.tripadvisor.com.pe/AttractionProductReview-g294314-d20232119-Laguna_Humantay_Full_Day_Trail-Cusco_Cusco_Region.html,40,79,5.0,37,2,1,0,0
